order_id,customer_id,product_id,quantity,unit_price,order_date,item_total,order_total
O00067,C154,P20,1,96.99,2025-03-14 17:30:15,96.99,499.96
O00067,C154,P46,2,154.99,2025-03-14 17:30:15,309.98,499.96
O00067,C154,P10,1,92.99,2025-03-14 17:30:15,92.99,499.96
O00068,C496,P14,1,70.99,2025-12-15 16:08:24,70.99,70.99
O00069,C041,P13,1,114.99,2026-04-26 11:05:34,114.99,396.98
O00069,C041,P04,1,281.99,2026-04-26 11:05:34,281.99,396.98
O00070,C309,P47,1,41.99,2025-11-22 02:12:51,41.99,180.98
O00070,C309,P43,1,138.99,2025-11-22 02:12:51,138.99,180.98
O00071,C446,P13,2,114.99,2026-06-14 09:58:00,229.98,229.98
O00072,C061,P46,1,154.99,2025-12-13 15:58:15,154.99,225.98
O00072,C061,P14,1,70.99,2025-12-13 15:58:15,70.99,225.98
O00073,C165,P20,1,96.99,2025-12-24 12:29:34,96.99,142.97
O00073,C165,P17,2,22.99,2025-12-24 12:29:34,45.98,142.97
O00074,C239,P14,1,70.99,2024-10-03 23:30:48,70.99,567.97
O00074,C239,P24,1,299.99,2024-10-03 23:30:48,299.99,567.97
O00074,C239,P21,1,196.99,2024-10-03 23:30:48,196.99,567.97
O00075,C075,P27,1,239.99,2024-07-20 12:29:37,239.99,353.98
O00075,C075,P19,1,113.99,2024-07-20 17:59:37,113.99,353.98
O00076,C195,P44,1,143.99,2025-09-07 07:31:35,143.99,338.98
O00076,C195,P22,1,194.99,2025-09-07 07:31:35,194.99,338.98
O00077,C495,P23,1,205.99,2026-04-25 23:31:29,205.99,205.99
O00078,C369,P42,1,58.99,2025-12-13 05:58:56,58.99,340.98
O00078,C369,P04,1,281.99,2025-12-13 05:58:56,281.99,340.98
O00079,C039,P09,1,34.99,2026-05-17 21:03:48,34.99,34.99
O00080,C119,P24,1,299.99,2024-09-05 04:00:13,299.99,581.98
O00080,C119,P04,1,281.99,2024-09-05 04:00:13,281.99,581.98
O00081,C316,P36,1,47.99,2026-04-18 21:31:01,47.99,47.99
O00082,C009,P45,1,110.99,2025-08-02 08:34:18,110.99,110.99
O00083,C413,P10,1,92.99,2026-06-07 05:06:58,92.99,92.99
O00084,C318,P24,2,299.99,2025-10-11 11:17:50,599.98,599.98
O00085,C236,P06,3,402.99,2025-09-03 22:14:19,1208.97,1267.96
O00085,C236,P42,1,58.99,2025-09-03 22:14:19,58.99,1267.96
O00086,C017,P41,1,199.99,2024-09-28 12:24:35,199.99,199.99
O00087,C088,P07,2,366.99,2024-09-18 13:41:50,733.98,733.98
O00088,C471,P37,1,42.99,2025-11-28 06:57:55,42.99,76.97
O00088,C471,P31,2,16.99,2025-11-28 06:57:55,33.98,76.97
O00089,C351,P21,1,196.99,2026-05-16 17:36:42,196.99,196.99
O00090,C107,P20,1,96.99,2025-09-23 22:52:25,96.99,231.97
O00090,C107,P11,1,91.99,2025-09-23 22:52:25,91.99,231.97
O00090,C107,P37,1,42.99,2025-09-23 22:52:25,42.99,231.97
O00091,C460,P45,1,110.99,2025-08-23 12:48:47,110.99,110.99
O00092,C257,P05,1,429.99,2025-12-13 11:03:06,429.99,429.99
O00093,C394,P41,1,199.99,2026-01-05 19:25:49,199.99,199.99
O00094,C231,P44,1,143.99,2025-06-27 11:35:24,143.99,143.99
O00095,C195,P05,1,429.99,2024-09-21 19:18:51,429.99,429.99
O00096,C079,P24,1,299.99,2025-03-17 20:09:47,299.99,299.99
O00097,C003,P09,1,34.99,2026-05-15 14:23:00,34.99,34.99
O00098,C221,P06,1,402.99,2025-05-19 17:32:26,402.99,402.99
O00099,C048,P27,1,239.99,2025-10-02 10:55:24,239.99,239.99
O00100,C044,P11,1,91.99,2025-12-06 17:57:15,91.99,235.98
O00100,C044,P44,1,143.99,2025-12-06 17:57:15,143.99,235.98
O00101,C155,P27,1,239.99,2024-12-21 04:04:10,239.99,239.99
O00102,C401,P39,1,21.99,2026-02-25 08:15:46,21.99,32.98
O00102,C401,P40,1,10.99,2026-02-25 08:15:46,10.99,32.98
O00103,C156,P22,1,194.99,2024-07-11 12:21:53,194.99,394.98
O00103,C156,P29,1,199.99,2024-07-11 12:21:53,199.99,394.98
O00104,C441,P45,1,110.99,2026-01-14 19:08:19,110.99,110.99
O00105,C161,P41,2,199.99,2024-11-17 12:20:18,399.98,424.97
O00105,C161,P32,1,24.99,2024-11-17 12:20:18,24.99,424.97
O00106,C167,P13,1,114.99,2025-03-14 12:23:07,114.99,211.97
O00106,C167,P38,1,38.99,2025-03-14 12:23:07,38.99,211.97
O00106,C167,P35,1,57.99,2025-03-14 12:23:07,57.99,211.97
O00107,C373,P45,1,110.99,2025-11-01 22:13:28,110.99,540.98
O00107,C373,P05,1,429.99,2025-11-01 22:13:28,429.99,540.98
O00108,C210,P43,1,138.99,2025-11-16 04:40:19,138.99,138.99
O00109,C217,P26,1,87.99,2025-12-28 02:28:38,87.99,87.99
O00110,C473,P24,1,299.99,2026-05-22 22:26:34,299.99,299.99
O00111,C416,P16,1,30.99,2025-12-10 20:58:05,30.99,30.99
O00112,C182,P44,1,143.99,2024-11-14 19:02:36,143.99,368.96
O00112,C182,P42,1,58.99,2024-11-14 19:02:36,58.99,368.96
O00112,C182,P26,1,87.99,2024-11-14 19:02:36,87.99,368.96
O00112,C182,P49,1,77.99,2024-11-14 19:02:36,77.99,368.96
O00113,C114,P15,1,18.99,2025-07-15 16:35:37,18.99,218.98
O00113,C114,P29,1,199.99,2025-07-15 16:35:37,199.99,218.98
O00114,C348,P31,2,16.99,2026-05-27 16:09:22,33.98,754.95
O00114,C348,P07,1,366.99,2026-05-27 16:09:22,366.99,754.95
O00114,C348,P19,1,113.99,2026-05-27 16:09:22,113.99,754.95
O00114,C348,P27,1,239.99,2026-05-27 16:09:22,239.99,754.95
O00115,C179,P23,1,205.99,2025-01-14 14:50:13,205.99,222.98
O00115,C179,P31,1,16.99,2025-01-14 14:50:13,16.99,222.98
O00116,C232,P02,1,226.99,2025-01-20 09:02:51,226.99,421.98
O00116,C232,P22,1,194.99,2025-01-20 09:02:51,194.99,421.98
O00117,C085,P11,1,91.99,2026-05-03 23:15:33,91.99,91.99
O00118,C219,P12,1,100.99,2026-05-29 07:51:25,100.99,300.98
O00118,C219,P41,1,199.99,2026-05-29 07:51:25,199.99,300.98
O00119,C378,P01,1,345.99,2025-12-23 06:28:37,345.99,345.99
O00120,C106,P07,1,366.99,2024-12-24 22:51:50,366.99,366.99
O00121,C275,P43,2,138.99,2024-11-21 10:12:29,277.98,277.98
O00122,C271,P38,1,38.99,2026-06-05 10:38:24,38.99,139.98
O00122,C271,P08,1,100.99,2026-06-05 10:38:24,100.99,139.98
O00123,C317,P40,1,10.99,2025-09-02 21:45:51,10.99,10.99
O00124,C345,P24,1,299.99,2025-09-01 03:15:19,299.99,299.99
O00125,C262,P12,1,100.99,2025-03-25 13:38:36,100.99,100.99
O00126,C276,P32,1,24.99,2025-11-23 20:59:11,24.99,138.98
O00126,C276,P19,1,113.99,2025-11-23 20:59:11,113.99,138.98
O00127,C231,P25,2,25.99,2025-10-23 11:00:31,51.98,51.98
O00128,C259,P29,1,199.99,2025-11-09 13:43:31,199.99,199.99
O00129,C043,P35,1,57.99,2025-09-03 07:18:02,57.99,57.99
O00130,C400,P33,1,74.99,2025-12-13 23:49:49,74.99,74.99
O00131,C059,P49,1,77.99,2024-12-21 17:52:23,77.99,283.98
O00131,C059,P03,1,205.99,2024-12-21 17:52:23,205.99,283.98
O00132,C112,P16,2,30.99,2026-06-27 03:47:53,61.98,158.97
O00132,C112,P20,1,96.99,2026-06-27 03:47:53,96.99,158.97
O00133,C135,P50,1,191.99,2025-02-16 02:28:55,191.99,372.96
O00133,C135,P16,1,30.99,2025-02-16 02:28:55,30.99,372.96
O00133,C135,P14,1,70.99,2025-02-16 02:28:55,70.99,372.96
O00133,C135,P48,1,78.99,2025-02-16 02:28:55,78.99,372.96
O00134,C085,P37,1,42.99,2025-10-19 06:52:13,42.99,306.97
O00134,C085,P23,1,205.99,2025-10-19 06:52:13,205.99,306.97
O00134,C085,P35,1,57.99,2025-10-19 06:52:13,57.99,306.97
O00135,C361,P44,1,143.99,2025-03-15 18:17:54,143.99,510.98
O00135,C361,P07,1,366.99,2025-03-15 18:17:54,366.99,510.98
O00136,C211,P09,1,34.99,2026-04-23 08:55:41,34.99,34.99
O00137,C365,P32,1,24.99,2025-08-28 07:48:53,24.99,117.98
O00137,C365,P10,1,92.99,2025-08-28 07:48:53,92.99,117.98
O00138,C213,P06,1,402.99,2025-03-13 02:40:50,402.99,640.96
O00138,C213,P26,1,87.99,2025-03-13 02:40:50,87.99,640.96
O00138,C213,P33,2,74.99,2025-03-13 02:40:50,149.98,640.96
O00139,C233,P47,1,41.99,2026-05-22 10:37:00,41.99,918.96
O00139,C233,P06,1,402.99,2026-05-22 10:37:00,402.99,918.96
O00139,C233,P30,2,236.99,2026-05-22 10:37:00,473.98,918.96
O00140,C408,P18,1,44.99,2026-04-13 06:27:52,44.99,44.99
O00141,C146,P22,1,194.99,2025-02-07 18:08:36,194.99,416.97
O00141,C146,P44,1,143.99,2025-02-07 18:08:36,143.99,416.97
O00141,C146,P49,1,77.99,2025-02-07 18:08:36,77.99,416.97
O00142,C236,P28,1,198.99,2024-07-20 05:28:29,198.99,198.99
O00143,C353,P18,1,44.99,2026-05-31 20:19:10,44.99,506.97
O00143,C353,P06,1,402.99,2026-05-31 20:19:10,402.99,506.97
O00143,C353,P42,1,58.99,2026-05-31 20:19:10,58.99,506.97
O00144,C333,P49,1,77.99,2026-02-17 12:40:19,77.99,96.98
O00144,C333,P15,1,18.99,2026-02-17 12:40:19,18.99,96.98
O00145,C049,P34,1,53.99,2024-07-06 15:04:08,53.99,197.98
O00145,C049,P44,1,143.99,2024-07-06 15:04:08,143.99,197.98
O00146,C176,P15,1,18.99,2026-01-19 13:44:08,18.99,18.99
O00147,C375,P09,1,34.99,2026-04-03 03:20:23,34.99,278.96
O00147,C375,P25,2,25.99,2026-04-03 03:20:23,51.98,278.96
O00147,C375,P50,1,191.99,2026-04-03 03:20:23,191.99,278.96
O00148,C347,P11,1,91.99,2025-10-22 16:36:00,91.99,291.98
O00148,C347,P29,1,199.99,2025-10-22 16:36:00,199.99,291.98
O00149,C384,P14,1,70.99,2024-11-17 13:39:43,70.99,70.99
O00150,C052,P28,1,198.99,2024-11-03 03:37:46,198.99,198.99
O00151,C072,P39,1,21.99,2024-12-14 20:05:15,21.99,63.98
O00151,C072,P47,1,41.99,2024-12-14 20:05:15,41.99,63.98
O00152,C354,P39,1,21.99,2024-08-23 21:56:19,21.99,21.99
O00153,C383,P16,1,30.99,2025-11-18 20:03:50,30.99,81.97
O00153,C383,P32,1,24.99,2025-11-18 20:03:50,24.99,81.97
O00153,C383,P25,1,25.99,2025-11-18 20:03:50,25.99,81.97
O00154,C271,P25,2,25.99,2026-03-26 00:23:59,51.98,51.98
O00155,C292,P50,1,191.99,2025-04-24 17:43:11,191.99,621.98
O00155,C292,P05,1,429.99,2025-04-24 17:43:11,429.99,621.98
O00156,C135,P41,1,199.99,2024-12-01 01:50:25,199.99,354.98
O00156,C135,P46,1,154.99,2024-12-01 01:50:25,154.99,354.98
O00157,C360,P18,1,44.99,2025-08-22 20:34:34,44.99,447.98
O00157,C360,P06,1,402.99,2025-08-22 20:34:34,402.99,447.98
O00158,C105,P41,1,199.99,2026-06-13 04:34:20,199.99,199.99
O00159,C333,P16,1,30.99,2026-05-14 02:19:44,30.99,30.99
O00160,C045,P20,1,96.99,2026-04-28 03:29:39,96.99,235.98
O00160,C045,P43,1,138.99,2026-04-28 03:29:39,138.99,235.98
O00161,C062,P23,1,205.99,2024-07-16 04:44:00,205.99,205.99
O00162,C401,P50,2,191.99,2026-06-11 08:10:23,383.98,383.98
O00163,C376,P34,1,53.99,2026-05-06 00:21:51,53.99,53.99
O00164,C365,P24,1,299.99,2026-06-21 20:04:31,299.99,299.99
O00165,C440,P37,1,42.99,2026-05-19 11:10:16,42.99,186.98
O00165,C440,P44,1,143.99,2026-05-19 11:10:16,143.99,186.98
O00166,C261,P25,2,25.99,2024-07-07 00:15:02,51.98,51.98
O00167,C092,P48,1,78.99,2026-05-03 01:35:51,78.99,617.96
O00167,C092,P42,1,58.99,2026-03-05 01:35:51,58.99,617.96
O00167,C092,P27,2,239.99,2026-05-03 01:35:51,479.98,617.96
O00168,C164,P44,2,143.99,2024-12-22 02:36:23,287.98,287.98
O00169,C092,P30,2,236.99,2024-12-04 16:02:25,473.98,473.98
O00170,C397,P24,1,299.99,2026-06-19 10:05:35,299.99,299.99
O00171,C289,P38,3,38.99,2025-12-27 23:39:15,116.97,116.97
O00172,C396,P16,1,30.99,2026-04-12 23:57:34,30.99,123.98
O00172,C396,P10,1,92.99,2026-04-12 23:57:34,92.99,123.98
O00173,C120,P22,1,194.99,2025-08-12 20:53:44,194.99,618.97
O00173,C120,P01,1,345.99,2025-08-12 20:53:44,345.99,618.97
O00173,C120,P49,1,77.99,2025-08-12 20:53:44,77.99,618.97
O00174,C054,P10,1,92.99,2024-11-28 07:26:31,92.99,695.96
O00174,C054,P46,1,154.99,2024-11-28 07:26:31,154.99,695.96
O00174,C054,P18,1,44.99,2024-11-28 07:26:31,44.99,695.96
O00174,C054,P06,1,402.99,2024-11-28 07:26:31,402.99,695.96
O00175,C459,P09,1,34.99,2025-07-13 23:05:37,34.99,34.99
O00176,C202,P09,1,34.99,2024-09-11 18:03:27,34.99,96.97
O00176,C202,P16,2,30.99,2024-09-11 18:03:27,61.98,96.97
O00178,C039,P10,1,92.99,2026-05-16 04:49:49,92.99,459.98
O00178,C039,P07,1,366.99,2026-05-16 04:49:49,366.99,459.98
O00180,C062,P39,1,21.99,2024-09-25 21:19:52,21.99,433.97
O00180,C062,P03,2,205.99,2024-09-25 21:19:52,411.98,433.97
O00181,C076,P44,1,143.99,2024-09-26 07:22:25,143.99,434.96
O00181,C076,P20,3,96.99,2024-09-26 07:22:25,290.97,434.96
O00182,C016,P07,1,366.99,2026-05-23 14:35:47,366.99,603.98
O00182,C016,P30,1,236.99,2026-05-23 14:35:47,236.99,603.98
O00183,C063,P24,2,299.99,2024-07-15 07:08:12,599.98,943.96
O00183,C063,P44,1,143.99,2024-07-15 07:08:12,143.99,943.96
O00183,C063,P41,1,199.99,2024-07-15 07:08:12,199.99,943.96
O00184,C470,P29,2,199.99,2026-04-17 00:04:12,399.98,837.96
O00184,C470,P09,1,34.99,2026-04-17 00:04:12,34.99,837.96
O00184,C470,P06,1,402.99,2026-04-17 00:04:12,402.99,837.96
O00185,C022,P47,1,41.99,2026-05-14 01:10:59,41.99,129.98
O00185,C022,P26,1,87.99,2026-05-14 01:10:59,87.99,129.98
O00186,C219,P29,2,199.99,2024-11-16 06:58:11,399.98,399.98
O00187,C018,P27,2,239.99,2025-10-18 19:15:41,479.98,479.98
O00188,C246,P42,2,58.99,2024-08-29 08:24:08,117.98,117.98
O00189,C270,P46,1,154.99,2024-12-14 17:50:01,154.99,435.96
O00189,C270,P23,1,205.99,2024-12-14 17:50:01,205.99,435.96
O00189,C270,P31,1,16.99,2024-12-14 17:50:01,16.99,435.96
O00189,C270,P35,1,57.99,2024-12-14 17:50:01,57.99,435.96
O00190,C139,P50,1,191.99,2024-11-18 10:38:14,191.99,191.99
O00191,C415,P15,1,18.99,2026-06-29 16:22:49,18.99,110.98
O00191,C415,P11,1,91.99,2026-06-29 16:22:49,91.99,110.98
O00192,C137,P15,2,18.99,2025-08-05 23:03:48,37.98,398.93
O00192,C137,P37,3,42.99,2025-08-05 23:03:48,128.97,398.93
O00192,C137,P25,1,25.99,2025-08-05 23:03:00,25.99,398.93
O00192,C137,P23,1,205.99,2025-08-05 17:33:48,205.99,398.93
O00193,C163,P46,1,154.99,2026-01-10 22:22:58,154.99,265.98
O00193,C163,P45,1,110.99,2026-01-10 22:22:58,110.99,265.98
O00194,C073,P32,1,24.99,2025-08-31 06:53:51,24.99,179.97
O00194,C073,P35,1,57.99,2025-08-31 06:53:51,57.99,179.97
O00194,C073,P20,1,96.99,2025-08-31 06:53:51,96.99,179.97
O00195,C309,P40,1,10.99,2025-12-13 16:30:00,10.99,10.99
O00196,C067,P21,1,196.99,2025-02-09 05:58:51,196.99,705.97
O00196,C067,P04,1,281.99,2025-02-09 05:58:51,281.99,705.97
O00196,C067,P02,1,226.99,2025-02-09 05:58:51,226.99,705.97
O00197,C057,P43,1,138.99,2026-02-15 11:04:23,138.99,226.98
O00197,C057,P26,1,87.99,2026-02-15 11:04:23,87.99,226.98
O00198,C166,P32,1,24.99,2024-11-03 05:46:27,24.99,83.98
O00198,C166,P42,1,58.99,2024-11-03 05:46:27,58.99,83.98
O00199,C288,P38,1,38.99,2025-11-23 19:50:22,38.99,38.99
O00200,C194,P01,2,345.99,2025-01-09 22:18:08,691.98,691.98
O00201,C486,P40,1,10.99,2026-02-04 18:02:11,10.99,29.98
O00201,C486,P15,1,18.99,2026-02-04 18:02:11,18.99,29.98
O00202,C255,P21,1,196.99,2024-11-04 23:04:15,196.99,196.99
O00203,C454,P22,1,194.99,2026-06-06 22:42:40,194.99,394.98
O00203,C454,P29,1,199.99,2026-06-06 22:42:40,199.99,394.98
O00204,C355,P04,1,281.99,2025-02-15 08:50:06,281.99,307.98
O00204,C355,P25,1,25.99,2025-02-15 08:50:06,25.99,307.98
O00205,C086,P25,1,25.99,2026-03-22 15:56:24,25.99,25.99
O00206,C246,P11,1,91.99,2025-12-28 18:41:48,91.99,291.98
O00206,C246,P29,1,199.99,2025-12-28 18:41:48,199.99,291.98
O00207,C151,P25,1,25.99,2024-07-22 08:06:04,25.99,25.99
O00208,C039,P31,2,16.99,2025-08-17 02:21:38,33.98,841.94
O00208,C039,P46,1,154.99,2025-08-17 02:21:38,154.99,841.94
O00208,C039,P02,2,226.99,2025-08-17 02:21:38,453.98,841.94
O00208,C039,P28,1,198.99,2025-08-17 02:21:38,198.99,841.94
O00209,C052,P47,1,41.99,2025-02-01 06:26:44,41.99,99.98
O00209,C052,P35,1,57.99,2025-02-01 06:26:44,57.99,99.98
O00210,C122,P10,1,92.99,2024-09-30 12:36:35,92.99,674.97
O00210,C122,P04,1,281.99,2024-09-30 12:36:35,281.99,674.97
